"범죄별(1)",범죄별(2),범죄별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"범죄별(1)",범죄별(2),범죄별(3),합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범
"범죄별(1)",범죄별(2),범죄별(3),소계,소계,1개월이내,3개월이내,6개월이내,1년이내,2년이내,3년이내,3년초과,소계,1개월이내,3개월이내,6개월이내,1년이내,2년이내,3년이내,3년초과,소계,소계,1개월이내,3개월이내,6개월이내,1년이내,2년이내,3년이내,3년초과,소계,1개월이내,3개월이내,6개월이내,1년이내,2년이내,3년이내,3년초과
"특별법범",석유및석유대체연료사업법,소계,234,58,-,-,4,12,12,6,24,176,2,1,1,20,9,15,128,234,83,5,4,0,17,21,11,25,151,0,4,1,19,10,14,103
"특별법범",선박안전법,소계,189,51,3,2,4,12,12,5,13,138,-,3,3,12,15,19,86,180,42,2,1,4,13,10,4,8,138,1,2,2,15,9,21,88
"특별법범",선박직원법,소계,147,23,-,-,1,9,4,2,7,124,1,-,2,17,11,23,70,161,26,0,3,0,8,4,3,8,135,0,2,3,12,15,18,85
"특별법범",성매매알선등행위의처벌에관한법률,소계,3304,832,15,27,34,185,103,116,352,2472,17,35,47,323,244,266,1540,3198,778,23,29,28,157,93,103,345,2420,20,25,37,224,216,374,1524
"특별법범",수도법,소계,78,5,-,-,-,1,-,1,3,73,3,-,1,9,3,3,54,39,2,1,0,0,0,0,0,1,37,1,0,0,3,3,2,28
"특별법범",수산업법,소계,445,182,1,2,7,60,33,29,50,263,2,6,11,37,32,23,152,408,128,2,1,6,24,28,30,37,280,0,2,10,34,35,41,158
"특별법범",수산자원관리법,소계,325,65,-,-,1,16,11,13,24,260,1,2,4,38,32,18,165,283,61,1,1,1,9,10,12,27,222,1,1,1,23,24,22,150
"특별법범",스토킹범죄의처벌등에관한법률,소계,438,43,5,4,5,7,11,3,8,395,12,18,23,61,57,50,174,4717,611,76,103,88,185,51,44,64,4106,76,144,164,630,501,592,1999
"특별법범",식품위생법,소계,3391,1182,20,47,61,332,204,127,391,2209,13,29,48,219,188,218,1494,2915,1126,31,46,72,300,200,150,327,1789,21,21,43,168,163,163,1210
"특별법범",신용정보의 이용 및 보호에 관한법률,소계,11,1,-,-,-,1,-,-,-,10,2,-,-,3,-,1,4,12,2,1,0,0,0,0,1,0,10,0,0,0,1,0,2,7
"특별법범",아동·청소년의성보호에관한법률(성매수등),소계,354,84,7,12,11,19,6,11,18,270,6,28,19,66,31,35,85,275,65,5,7,7,9,5,12,20,210,9,12,11,46,21,24,87
"특별법범",아동·청소년의성보호에관한법률(성착취물등),소계,254,80,10,1,2,24,10,13,20,174,4,8,10,35,17,25,75,280,101,10,6,5,40,13,13,14,179,8,7,14,38,29,18,65
"특별법범",아동복지법,소계,6767,974,34,96,100,281,168,124,171,5793,45,103,139,606,452,561,3887,6275,1066,20,83,107,356,172,135,193,5209,26,79,114,486,411,542,3551
"특별법범",액화석유가스의 안전관리 및 사업법,소계,103,16,1,1,-,3,-,3,8,87,-,2,-,10,5,8,62,73,10,1,2,0,1,2,1,3,63,0,0,0,10,2,8,43
"특별법범",약사법,소계,437,177,4,3,5,25,18,10,112,260,2,2,3,34,18,16,185,442,201,1,4,8,31,19,11,127,241,2,2,2,20,16,11,188
"특별법범",여객자동차운수사업법,소계,362,89,6,3,4,21,18,12,25,273,2,3,9,52,26,22,159,280,76,7,4,5,12,10,19,19,204,2,0,2,32,15,22,131
"특별법범",여신전문금융업법,소계,526,120,8,14,16,41,14,8,19,406,6,17,13,61,40,36,233,574,137,10,15,16,34,16,11,35,437,15,13,19,57,33,39,261
"특별법범",영유아보육법,소계,49,12,-,-,1,2,1,2,6,37,-,-,1,2,2,2,30,33,7,0,0,1,2,0,1,3,26,0,1,0,5,2,5,13
"특별법범",예비군법,소계,168,54,3,5,2,16,12,7,9,114,3,3,4,31,20,11,42,594,174,8,8,6,17,21,61,53,420,4,15,17,68,47,77,192
"특별법범",옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,소계,96,22,-,1,1,12,3,1,4,74,-,2,-,6,11,12,43,107,20,0,1,0,6,6,4,3,87,1,4,2,5,4,10,61
"특별법범",외국환거래법,소계,116,27,6,3,-,5,2,4,7,89,13,3,-,10,6,7,50,126,26,1,0,1,9,4,5,6,100,2,1,3,6,11,25,52
"특별법범",위험물안전관리법,소계,41,9,-,-,1,1,3,2,2,32,-,-,2,3,3,2,22,41,6,1,0,0,1,1,1,2,35,0,1,1,5,0,3,25
"특별법범",유사 수신행위의 규제에 관한법률,소계,572,210,3,3,5,52,17,50,80,362,2,4,4,23,19,35,275,758,231,5,4,8,55,19,39,101,527,2,6,11,35,21,52,400
"특별법범",의료기기법,소계,119,26,-,1,1,6,5,3,10,93,1,-,1,7,2,6,76,81,10,0,0,0,3,2,2,3,71,0,2,4,5,7,4,49
"특별법범",의료법,소계,1358,431,13,17,23,100,62,69,147,927,4,16,18,105,76,103,605,1006,250,5,5,12,58,39,49,82,756,8,5,10,76,47,72,538
"특별법범",자동차관리법,소계,12247,1373,72,107,115,316,178,162,423,10874,71,120,197,1051,905,959,7571,11871,1562,91,119,123,406,212,204,407,10309,76,134,220,940,859,996,7084
"특별법범",자동차손해배상보장법,소계,3145,848,54,95,95,259,93,92,160,2297,45,79,115,425,290,277,1066,2742,793,38,75,67,254,89,88,182,1949,44,84,84,372,242,279,844
"특별법범",자본시장과금융투자업에관한법률,소계,185,24,-,2,2,8,3,1,8,161,6,1,5,15,12,17,105,264,34,1,1,0,16,6,4,6,230,0,3,2,32,20,40,133
"특별법범",저작권법,소계,1047,212,33,25,22,81,8,15,28,835,6,13,12,88,71,91,554,1113,166,10,24,8,55,25,17,27,947,9,9,9,79,58,88,695
"특별법범",전자금융거래법,소계,4503,900,45,65,74,375,122,94,125,3603,47,79,104,644,356,420,1953,4990,922,42,54,56,348,124,141,157,4068,48,84,142,757,414,535,2088
"특별법범",전파법,소계,58,5,-,-,1,2,2,-,-,53,-,1,2,3,4,1,42,37,2,0,0,0,1,0,0,1,35,0,0,1,3,4,1,26
"특별법범",정보통신망이용촉진 및 정보보호 등에 관한법률,소계,2957,480,41,35,39,191,44,47,83,2477,47,75,82,400,279,259,1335,2658,491,29,30,53,167,63,55,94,2167,53,61,67,337,234,266,1149
"특별법범",조세범 처벌법,소계,1325,168,4,9,9,71,20,30,25,1157,22,12,30,206,86,179,622,1454,184,10,5,13,65,30,38,23,1270,34,23,26,223,123,159,682
"특별법범",주민등록법,소계,656,159,10,18,16,58,24,21,12,497,15,28,28,106,67,64,189,684,180,14,23,26,60,27,21,9,504,16,30,48,107,61,72,170
"특별법범",주차장법,소계,46,7,-,1,-,3,-,2,1,39,-,1,-,4,1,5,28,41,8,0,0,0,1,1,3,3,33,0,0,1,2,4,3,23
"특별법범",주택법,소계,666,110,3,3,6,36,16,20,26,556,3,6,8,55,33,65,386,376,68,3,1,1,29,8,17,9,308,3,2,6,28,17,21,231
"특별법범",중대재해처벌등에관한법률,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1
"특별법범",직업안정법,소계,172,36,-,-,2,9,5,7,13,136,3,1,4,22,22,9,75,180,31,3,2,0,6,2,6,12,149,1,7,3,29,6,35,68
"특별법범",집회 및 시위에 관한법률,소계,274,86,2,6,6,27,4,12,29,188,1,3,7,19,20,21,117,323,104,3,3,3,35,15,18,27,219,2,2,4,21,29,27,134
"특별법범",청소년보호법,소계,2237,485,10,16,17,119,61,62,200,1752,14,20,19,143,120,141,1295,2729,589,17,18,32,112,84,95,231,2140,21,18,42,164,149,211,1535
"특별법범",총포·도검·화약류등의 안전관리에 관한법률,소계,204,7,-,-,-,1,2,1,3,197,1,2,4,13,16,12,149,300,20,0,0,2,1,1,4,12,280,1,0,3,20,12,21,223
"특별법범",최저임금법,소계,11,3,-,-,-,3,-,-,-,8,1,-,-,2,-,2,3,18,2,0,0,0,2,0,0,0,16,0,0,0,1,4,3,8
"특별법범",축산물위생관리법,소계,108,29,1,1,-,3,3,3,18,79,1,2,1,5,9,4,57,171,61,1,2,5,16,5,6,26,110,0,1,4,6,6,3,90
"특별법범",출입국관리법,소계,485,74,2,3,3,21,14,13,18,411,5,7,13,68,41,47,230,376,59,1,2,7,10,10,12,17,317,7,6,16,56,36,24,172
"특별법범",통신비밀보호법,소계,82,1,-,-,-,1,-,-,-,81,4,2,3,12,7,5,48,80,2,0,0,0,0,2,0,0,78,0,1,0,16,1,8,52
"특별법범",특가법(도주차량),소계,3931,717,17,21,44,91,63,68,413,3214,27,50,101,378,291,357,2010,3739,747,13,18,25,106,78,89,418,2992,28,62,92,294,294,355,1867
"특별법범",특허법,소계,9,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,9,13,1,0,0,0,0,0,0,1,12,0,0,0,0,1,2,9
"특별법범",폐기물관리법,소계,1186,333,8,26,41,147,26,41,44,853,11,19,25,107,76,85,530,1116,339,7,26,32,136,56,33,49,777,5,13,15,103,63,84,494
"특별법범",풍속영업의 규제에 관한법률,소계,52,21,-,-,3,6,1,5,6,31,1,-,-,1,2,8,19,60,26,0,0,1,7,4,6,8,34,0,0,2,1,4,5,22
"특별법범",하천법,소계,149,15,-,-,1,6,1,-,7,134,1,-,2,11,11,7,102,125,28,0,1,4,0,5,11,7,97,0,1,1,12,6,6,71
"특별법범",학교보건법,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"특별법범",학원의설립운영및과외교습에관한법률,소계,76,10,-,2,-,3,-,-,5,66,1,-,2,8,5,1,49,53,6,0,0,1,1,1,0,3,47,1,0,1,1,4,2,38
"특별법범",화물자동차운수사업법,소계,856,149,3,5,7,35,19,21,59,707,2,4,6,51,52,63,529,794,148,2,9,7,28,25,26,51,646,0,3,12,32,39,38,522
"특별법범",화재로 인한 재해보상과 보험가입에 관한법률,소계,13,-,-,-,-,-,-,-,-,13,-,-,-,2,1,2,8,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3
"특별법범",화재예방·소방시설설치유지 및 안전관리에 관한법률,소계,53,7,-,-,2,4,1,-,-,46,1,1,1,4,4,5,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"특별법범",화재의예방및안전에관한법률/소방시설설치및관리에관한법률,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,7,0,0,0,3,1,1,2,30,0,0,2,2,0,6,20
"특별법범",화학물질관리법,소계,213,98,7,10,5,28,18,15,15,115,4,1,6,26,15,14,49,162,70,3,6,3,20,14,16,8,92,1,1,2,15,9,12,52
"특별법범",기타 특별법,소계,23570,6386,127,253,264,1393,883,909,2557,17184,212,433,526,2824,1764,2080,9345,24417,5945,128,211,290,1324,793,871,2328,18472,241,471,591,2832,1997,2294,10046
